chapter	I10CODE	I10NAME	FinalI11Code	FinalI11Name	FinalPostcoor	FinalPostcoDesc	FinalMaptype
19	S81.801A	Unspecified open wound, right lower leg, initial encounter	NC91.Z	Open wound of knee or lower leg, unspecified	NC91.Z&XA3YG1&XK9K	Open wound of knee or lower leg, unspecified & Lower leg & Right	3. only partial map possible
19	S81.801D	Unspecified open wound, right lower leg, subsequent encounter	NC91.Z	Open wound of knee or lower leg, unspecified	NC91.Z&XA3YG1&XK9K	Open wound of knee or lower leg, unspecified & Lower leg & Right	3. only partial map possible
19	S81.802A	Unspecified open wound, left lower leg, initial encounter	NC91.Z	Open wound of knee or lower leg, unspecified	NC91.Z&XA3YG1&XK8G	Open wound of knee or lower leg, unspecified & Lower leg & Left	3. only partial map possible
19	S81.802D	Unspecified open wound, left lower leg, subsequent encounter	NC91.Z	Open wound of knee or lower leg, unspecified	NC91.Z&XA3YG1&XK8G	Open wound of knee or lower leg, unspecified & Lower leg & Left	3. only partial map possible
19	S81.811A	Laceration without foreign body, right lower leg, initial encounter	NC91.0	Laceration without foreign body of lower leg	NC91.0&XK9K	Laceration without foreign body of lower leg & Right	3. only partial map possible
19	S81.812A	Laceration without foreign body, left lower leg, initial encounter	NC91.0	Laceration without foreign body of lower leg	NC91.0&XK8G	Laceration without foreign body of lower leg & Left	3. only partial map possible
19	S81.812D	Laceration without foreign body, left lower leg, subsequent encounter	NC91.0	Laceration without foreign body of lower leg	NC91.0&XK8G	Laceration without foreign body of lower leg & Left	3. only partial map possible
19	S82.141A	Displaced bicondylar fracture of right tibia, initial encounter for closed fracture	NC92.1Y	Other specified fracture of upper end of tibia	NC92.1Y&XK9K&XA5RE8&XJ44E&XJ8PQ	Other specified fracture of upper end of tibia & Right & Tibial condyle & Closed fracture & Displaced fracture	3. only partial map possible
19	S82.142A	Displaced bicondylar fracture of left tibia, initial encounter for closed fracture	NC92.1Y	Other specified fracture of upper end of tibia	NC92.1Y&XK8G&XA5RE8&XJ44E&XJ8PQ	Other specified fracture of upper end of tibia & Left & Tibial condyle & Closed fracture & Displaced fracture	3. only partial map possible
19	S82.61XA	Displaced fracture of lateral malleolus of right fibula, initial encounter for closed fracture	NC92.6	Fracture of lateral malleolus	NC92.6&XK9K&XJ44E&XJ8PQ	Fracture of lateral malleolus & Right & Closed fracture & Displaced fracture	3. only partial map possible
19	S82.831A	Other fracture of upper and lower end of right fibula, initial encounter for closed fracture	NC92.4Y	Other specified fracture of fibula alone	NC92.4Y&XK9K&XA4UL1&XA0K77&XJ44E	Other specified fracture of fibula alone& Right & Lateral malleolus & Fibular head & Closed fracture	3. only partial map possible
19	S82.832A	Other fracture of upper and lower end of left fibula, initial encounter for closed fracture	NC92.4Y	Other specified fracture of fibula alone	NC92.4Y&XK8G&XA4UL1&XA0K77&XJ44	Other specified fracture of fibula alone & Left & Lateral malleolus & Fibular head & Closed fracture	3. only partial map possible
19	S82.841A	Displaced bimalleolar fracture of right lower leg, initial encounter for closed fracture	NC92.76	Bimalleolar fracture of ankle, not otherwise specified	NC92.76&XJ44E&XK9K	Bimalleolar fracture of ankle, not otherwise specified&Closed Fracture&Right	3. only partial map possible
19	S82.842A	Displaced bimalleolar fracture of left lower leg, initial encounter for closed fracture	NC92.76	Bimalleolar fracture of ankle, not otherwise specified	NC92.76&XJ44E&XK8G	Bimalleolar fracture of ankle, not otherwise specified&Closed Fracture&Left	3. only partial map possible
19	S82.851A	Displaced trimalleolar fracture of right lower leg, initial encounter for closed fracture	NC92.77	Trimalleolar fracture of ankle, not otherwise specified	NC92.77&XK9K&XJ44E	Trimalleolar fracture of ankle, not otherwise specified&Right&Closed Fracture	3. only partial map possible
19	S82.852A	Displaced trimalleolar fracture of left lower leg, initial encounter for closed fracture	NC92.77	Trimalleolar fracture of ankle, not otherwise specified	NC92.77&XK8G&XJ44E	Trimalleolar fracture of ankle, not otherwise specified&Left&Closed Fracture	3. only partial map possible
19	S82.891A	Other fracture of right lower leg, initial encounter for closed fracture	NC92.Z	Fracture of lower leg, including ankle, unspecified	NC92.Z&XK9K&XJ44E	Fracture of lower leg, including ankle, unspecified & Right & Closed fracture	3. only partial map possible
19	S82.892A	Other fracture of left lower leg, initial encounter for closed fracture	NC92.Z	Fracture of lower leg, including ankle, unspecified	NC92.Z&XK8G&XJ44E	Fracture of lower leg, including ankle, unspecified & Left & Closed fracture	3. only partial map possible
19	S83.231A	Complex tear of medial meniscus, current injury, right knee, initial encounter	NC93.30	Tear of medial meniscus	NC93.30&XK9K	Tear of medial meniscus & Right	3. only partial map possible
19	S83.232A	Complex tear of medial meniscus, current injury, left knee, initial encounter	NC93.30	Tear of medial meniscus	NC93.30&XK8G	Tear of medial meniscus & Left	3. only partial map possible
19	S83.241A	Other tear of medial meniscus, current injury, right knee, initial encounter	NC93.30	Tear of medial meniscus	NC93.30&XK9K	Tear of medial meniscus & Right	3. only partial map possible
19	S83.242A	Other tear of medial meniscus, current injury, left knee, initial encounter	NC93.30	Tear of medial meniscus	NC93.30&XK8G	Tear of medial meniscus & Left	3. only partial map possible
19	S83.281A	Other tear of lateral meniscus, current injury, right knee, initial encounter	NC93.31	Tear of lateral meniscus	NC93.31&XK9K	Tear of lateral meniscus & Right	3. only partial map possible
19	S83.282A	Other tear of lateral meniscus, current injury, left knee, initial encounter	NC93.31	Tear of lateral meniscus	NC93.31&XK8G	Tear of lateral meniscus & Left	3. only partial map possible
19	S83.91XA	Sprain of unspecified site of right knee, initial encounter	NC93.7	Strain or sprain of other or unspecified parts of knee	NC93.7&XK9K	Strain or sprain of other or unspecified parts of knee & Right	3. only partial map possible
19	S83.92XA	Sprain of unspecified site of left knee, initial encounter	NC93.7	Strain or sprain of other or unspecified parts of knee	NC93.7&XK8G	Strain or sprain of other or unspecified parts of knee & Left	3. only partial map possible
19	S86.911A	Strain of unspecified muscle(s) and tendon(s) at lower leg level, right leg, initial encounter	FB32.5	Muscle strain or sprain	FB32.5&XK9K&XA47J0	Muscle strain or sprain & Right & Muscles of the lower extremity	3. only partial map possible
19	S86.912A	Strain of unspecified muscle(s) and tendon(s) at lower leg level, left leg, initial encounter	FB32.5	Muscle strain or sprain	FB32.5&XK8G&XA47J0	Muscle strain or sprain & Left & Muscles of the lower extremity	3. only partial map possible
19	S89.91XA	Unspecified injury of right lower leg, initial encounter	NC9Z	Injuries to the knee or lower leg, unspecified	NULL	NULL	3. only partial map possible
19	S89.92XA	Unspecified injury of left lower leg, initial encounter	NC9Z	Injuries to the knee or lower leg, unspecified	NULL	NULL	3. only partial map possible
19	S90.31XA	Contusion of right foot, initial encounter	ND11.8	Contusion of other or unspecified parts of foot	ND11.8&XK9K	Contusion of other or unspecified parts of foot & Right	3. only partial map possible
19	S90.32XA	Contusion of left foot, initial encounter	ND11.8	Contusion of other or unspecified parts of foot	ND11.8&XK8G	Contusion of other or unspecified parts of foot & Left	3. only partial map possible
19	S91.301A	Unspecified open wound, right foot, initial encounter	ND12.Z	Open wound of ankle or foot, unspecified	ND12.Z&XK9K&XA47V8	Open wound of ankle or foot, unspecified & Right & Foot	3. only partial map possible
19	S91.301D	Unspecified open wound, right foot, subsequent encounter	ND12.Z	Open wound of ankle or foot, unspecified	ND12.Z&XK9K&XA47V8	Open wound of ankle or foot, unspecified & Right & Foot	3. only partial map possible
19	S91.302A	Unspecified open wound, left foot, initial encounter	ND12.Z	Open wound of ankle or foot, unspecified	ND12.Z&XK8G&XA47V8	Open wound of ankle or foot, unspecified & Left & Foot	3. only partial map possible
19	S91.302D	Unspecified open wound, left foot, subsequent encounter	ND12.Z	Open wound of ankle or foot, unspecified	ND12.Z&XK8G&XA47V8	Open wound of ankle or foot, unspecified & Left & Foot	3. only partial map possible
19	S92.351A	Displaced fracture of fifth metatarsal bone, right foot, initial encounter for closed fracture	ND13.3	Fracture of metatarsal bone	ND13.3&XK9K&XJ44E&XJ8PQ	Fracture of metatarsal bone Right & Displaced fracture	3. only partial map possible
19	S92.352A	Displaced fracture of fifth metatarsal bone, left foot, initial encounter for closed fracture	ND13.3	Fracture of metatarsal bone	ND13.3&XJ44E&XJ8PQ&XK8G	Fracture of metatarsal bone& Closed fracture& Displaced fracture & Left	3. only partial map possible
19	S92.354A	Nondisplaced fracture of fifth metatarsal bone, right foot, initial encounter for closed fracture	ND13.3	Fracture of metatarsal bone	ND13.3&XJ44E&XK9K	Fracture of metatarsal bone& Closed fracture & Right	3. only partial map possible
19	S92.355A	Nondisplaced fracture of fifth metatarsal bone, left foot, initial encounter for closed fracture	ND13.3	Fracture of metatarsal bone	ND13.3&XJ44E&XK8G	Fracture of metatarsal bone& Closed fracture & Left	3. only partial map possible
19	S93.401A	Sprain of unspecified ligament of right ankle, initial encounter	ND14.7Z	Strain or sprain of ankle, unspecified	ND14.7Z&XK9K&XA2F70	Strain or sprain of ankle, unspecified & Right & Ligament of the ankle or foot	3. only partial map possible
19	S93.402A	Sprain of unspecified ligament of left ankle, initial encounter	ND14.7Z	Strain or sprain of ankle, unspecified	ND14.7Z&XK8G&XA2F70	Strain or sprain of ankle, unspecified & Left & Ligament of the ankle or foot	3. only partial map possible
19	S93.601A	Unspecified sprain of right foot, initial encounter	ND14.AZ	Sprain of unspecified parts of foot	ND14.AZ&XK9K	Sprain of unspecified parts of foot& Right	3. only partial map possible
19	S93.602A	Unspecified sprain of left foot, initial encounter	ND14.AZ	Sprain of unspecified parts of foot	ND14.AZ&XK8G	Sprain of unspecified parts of foot& Left	3. only partial map possible
19	S99.911A	Unspecified injury of right ankle, initial encounter	ND1Z	Injuries to the ankle or foot, unspecified	NULL	NULL	3. only partial map possible
19	S99.912A	Unspecified injury of left ankle, initial encounter	ND1Z	Injuries to the ankle or foot, unspecified	NULL	NULL	3. only partial map possible
19	S99.921A	Unspecified injury of right foot, initial encounter	ND1Z	Injuries to the ankle or foot, unspecified	NULL	NULL	3. only partial map possible
19	S99.922A	Unspecified injury of left foot, initial encounter	ND1Z	Injuries to the ankle or foot, unspecified	NULL	NULL	3. only partial map possible
19	T14.8XXA	Other injury of unspecified body region, initial encounter	ND56.Y	Other specified injury of unspecified body region	NULL	NULL	3. only partial map possible
19	T16.1XXA	Foreign body in right ear, initial encounter	ND71	Foreign body in ear	ND71&XK9K	Foreign body in ear & Right	3. only partial map possible
19	T16.2XXA	Foreign body in left ear, initial encounter	ND71	Foreign body in ear	ND71&XK8G	Foreign body in ear & Left	3. only partial map possible
19	T17.590A	Other foreign object in bronchus causing asphyxiation, initial encounter	ND72.5	Foreign body in bronchus	NULL	NULL	3. only partial map possible
19	T17.890A	Other foreign object in other parts of respiratory tract causing asphyxiation, initial encounter	ND72.Y	Foreign body in other parts of respiratory tract	ND72.Y/PB07	Foreign body in other parts of respiratory tract / Unintentional threat to breathing by inhalation or ingestion of other objects or materials	3. only partial map possible
19	T17.990A	Other foreign object in respiratory tract, part unspecified in causing asphyxiation, initial encounter	ND72.Z	Foreign body in unspecified part of respiratory tract	ND72.Z/PB07	Foreign body in unspecified part of respiratory tract / Unintentional threat to breathing by inhalation or ingestion of other objects or materials	3. only partial map possible
19	T18.128A	Food in esophagus causing other injury, initial encounter	ND73.1	Foreign body in oesophagus	NULL	NULL	3. only partial map possible
19	T31.0	Burns involving less than 10% of body surface	NE11	Burn of unspecified body region	NULL	NULL	3. only partial map possible
19	T36.0X5A	Adverse effect of penicillins, initial encounter	NE60	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified	NE60&XM7Q57/PB28	Harmful effects of drugs, medicaments or biological substances, not elsewhere classified & Penicillin (any) / Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance	3. only partial map possible
