icd9cm;icd9_title;icd10cm;Maptype
V5413;Aftercare for healing traumatic fracture of hip;S72142D;general equivalence mapping(medicare)
V5413;Aftercare for healing traumatic fracture of hip;S72143D;general equivalence mapping(medicare)
V5413;Aftercare for healing traumatic fracture of hip;S72144D;general equivalence mapping(medicare)
V5413;Aftercare for healing traumatic fracture of hip;S72145D;general equivalence mapping(medicare)
V5413;Aftercare for healing traumatic fracture of hip;S72146D;general equivalence mapping(medicare)
4530;Budd-chiari syndrome;I820;general equivalence mapping(medicare)
2386;Neoplasm of uncertain behavior of plasma cells;D47Z9;general equivalence mapping(medicare)
0527;Chickenpox with other specified complications;B010;general equivalence mapping(medicare)
0527;Chickenpox with other specified complications;B0181;general equivalence mapping(medicare)
0527;Chickenpox with other specified complications;B0189;general equivalence mapping(medicare)
94204;Burn of unspecified degree of back [any part];T2103XA;general equivalence mapping(medicare)
94204;Burn of unspecified degree of back [any part];T2143XA;general equivalence mapping(medicare)
27903;Other selective immunoglobulin deficiencies;D803;general equivalence mapping(medicare)
71516;Osteoarthrosis, localized, primary, lower leg;M1710;general equivalence mapping(medicare)
75683;Ehlers-Danlos syndrome;Q796;general equivalence mapping(medicare)
25639;Other ovarian failure;E2839;general equivalence mapping(medicare)
42760;Premature beats, unspecified;I4940;general equivalence mapping(medicare)
7149;Unspecified inflammatory polyarthropathy;M064;general equivalence mapping(medicare)
V2341;Pregnancy with history of pre-term labor;O09211;general equivalence mapping(medicare)
66021;Obstruction by abnormal pelvic soft tissues during labor, delivered, with or without mention of antepartum condition;O655;general equivalence mapping(medicare)
65401;Congenital abnormalities of uterus, delivered, with or without mention of antepartum condition;O3401;general equivalence mapping(medicare)
65401;Congenital abnormalities of uterus, delivered, with or without mention of antepartum condition;O3402;general equivalence mapping(medicare)
65401;Congenital abnormalities of uterus, delivered, with or without mention of antepartum condition;O3403;general equivalence mapping(medicare)
75239;Other anomalies of uterus;Q51818;general equivalence mapping(medicare)
66541;High vaginal laceration, delivered, with or without mention of antepartum condition;O714;general equivalence mapping(medicare)
63592;Legally induced abortion, without mention of complication, complete;Z332;general equivalence mapping(medicare)
65803;Oligohydramnios, antepartum condition or complication;O4101X0;general equivalence mapping(medicare)
65803;Oligohydramnios, antepartum condition or complication;O4102X0;general equivalence mapping(medicare)
65803;Oligohydramnios, antepartum condition or complication;O4103X0;general equivalence mapping(medicare)
65473;Congenital or acquired abnormality of vagina, antepartum condition or complication;O3461;general equivalence mapping(medicare)
65473;Congenital or acquired abnormality of vagina, antepartum condition or complication;O3462;general equivalence mapping(medicare)
65473;Congenital or acquired abnormality of vagina, antepartum condition or complication;O3463;general equivalence mapping(medicare)
65443;Other abnormalities in shape or position of gravid uterus and of neighboring structures, antepartum condition or complication;O34521;general equivalence mapping(medicare)
65443;Other abnormalities in shape or position of gravid uterus and of neighboring structures, antepartum condition or complication;O34522;general equivalence mapping(medicare)
65443;Other abnormalities in shape or position of gravid uterus and of neighboring structures, antepartum condition or complication;O34523;general equivalence mapping(medicare)
65443;Other abnormalities in shape or position of gravid uterus and of neighboring structures, antepartum condition or complication;O34591;general equivalence mapping(medicare)
65443;Other abnormalities in shape or position of gravid uterus and of neighboring structures, antepartum condition or complication;O34592;general equivalence mapping(medicare)
65443;Other abnormalities in shape or position of gravid uterus and of neighboring structures, antepartum condition or complication;O34593;general equivalence mapping(medicare)
65513;Chromosomal abnormality in fetus, affecting management of mother, antepartum condition or complication;O351XX0;general equivalence mapping(medicare)
65523;Hereditary disease in family possibly affecting fetus, affecting management of mother, antepartum condition or complication;O352XX0;general equivalence mapping(medicare)
E9283;Human bite;W503XXA;general equivalence mapping(medicare)
3068;Other specified psychophysiological malfunction;F458;general equivalence mapping(medicare)
3068;Other specified psychophysiological malfunction;F59;general equivalence mapping(medicare)
99701;Central nervous system complication;G9781;general equivalence mapping(medicare)
99701;Central nervous system complication;G9782;general equivalence mapping(medicare)
99581;Adult physical abuse;T7411XA;general equivalence mapping(medicare)
99581;Adult physical abuse;T7611XA;general equivalence mapping(medicare)
V1090;Personal history of unspecified malignant neoplasm;Z859;general equivalence mapping(medicare)
2862;Congenital factor XI deficiency;D681;general equivalence mapping(medicare)
0093;Diarrhea of presumed infectious origin;A09;general equivalence mapping(medicare)
3313;Communicating hydrocephalus;G910;general equivalence mapping(medicare)
37701;Papilledema associated with increased intracranial pressure;H4711;general equivalence mapping(medicare)
2379;Neoplasm of uncertain behavior of other and unspecified parts of nervous system;D433;general equivalence mapping(medicare)
2379;Neoplasm of uncertain behavior of other and unspecified parts of nervous system;D438;general equivalence mapping(medicare)
2379;Neoplasm of uncertain behavior of other and unspecified parts of nervous system;D439;general equivalence mapping(medicare)
V5301;Fitting and adjustment of cerebral ventricular (communicating) shunt;Z4541;general equivalence mapping(medicare)
81380;Closed fracture of unspecified part of forearm;S5290XA;general equivalence mapping(medicare)
72401;Spinal stenosis, thoracic region;M4804;general equivalence mapping(medicare)
E0001;Military activity;Y991;general equivalence mapping(medicare)
1361;Behcet's syndrome;M352;general equivalence mapping(medicare)
71538;Osteoarthrosis, localized, not specified whether primary or secondary, other specified sites;M1990;general equivalence mapping(medicare)
47879;Other diseases of larynx, not elsewhere classified;J387;general equivalence mapping(medicare)
8290;Fracture of unspecified bone, closed;T148;general equivalence mapping(medicare)
78461;Alexia and dyslexia;R480;general equivalence mapping(medicare)
8370;Closed dislocation of ankle;S9306XA;general equivalence mapping(medicare)
9210;Black eye, not otherwise specified;S0010XA;general equivalence mapping(medicare)
V230;Supervision of high-risk pregnancy with history of infertility;O0900;general equivalence mapping(medicare)
V230;Motorcycle driver injured in collision with car, pick-up truck or van in nontraffic accident;O0900;general equivalence mapping(medicare)
78832;Stress incontinence, male;N393;general equivalence mapping(medicare)
2690;Deficiency of vitamin K;E561;general equivalence mapping(medicare)
7825;Cyanosis;R230;general equivalence mapping(medicare)
07810;Viral warts, unspecified;B079;general equivalence mapping(medicare)
E9460;Local anti-infectives and anti-inflammatory drugs causing adverse effects in therapeutic use;NoDx;general equivalence mapping(medicare)
E9460;Local anti-infectives and anti-inflammatory drugs causing adverse effects in therapeutic use;T51.91XA;manual matching
6144;Chronic or unspecified parametritis and pelvic cellulitis;N731;general equivalence mapping(medicare)
6144;Chronic or unspecified parametritis and pelvic cellulitis;N732;general equivalence mapping(medicare)
6288;Infertility, female, of other specified origin;N978;general equivalence mapping(medicare)
76076;Diethylstilbestrol [DES] affecting fetus or newborn via placenta or breast milk;P048;general equivalence mapping(medicare)
35800;Myasthenia gravis without (acute) exacerbation;G7000;general equivalence mapping(medicare)
2513;Postsurgical hypoinsulinemia;E891;general equivalence mapping(medicare)
2143;Lipoma of intra-abdominal organs;D175;general equivalence mapping(medicare)
2143;Lipoma of intra-abdominal organs;D1771;general equivalence mapping(medicare)
61610;Vaginitis and vulvovaginitis, unspecified;N760;general equivalence mapping(medicare)
61610;Vaginitis and vulvovaginitis, unspecified;N761;general equivalence mapping(medicare)
61610;Vaginitis and vulvovaginitis, unspecified;N762;general equivalence mapping(medicare)
61610;Vaginitis and vulvovaginitis, unspecified;N763;general equivalence mapping(medicare)
30650;Psychogenic genitourinary malfunction, unspecified;F458;general equivalence mapping(medicare)
71824;Pathological dislocation of joint, hand;M24349;general equivalence mapping(medicare)
3094;Adjustment disorder with mixed disturbance of emotions and conduct;F4325;general equivalence mapping(medicare)
9522;Lumbar spinal cord injury without evidence of spinal bone injury;S34109A;general equivalence mapping(medicare)
8630;Injury to stomach, without mention of open wound into cavity;S3630XA;general equivalence mapping(medicare)
78723;Dysphagia, pharyngeal phase;R1313;general equivalence mapping(medicare)
37850;Paralytic strabismus, unspecified;H49889;general equivalence mapping(medicare)
3509;Trigeminal nerve disorder, unspecified;G509;general equivalence mapping(medicare)
64181;Other antepartum hemorrhage, delivered, with or without mention of antepartum condition;O468X1;general equivalence mapping(medicare)
64181;Other antepartum hemorrhage, delivered, with or without mention of antepartum condition;O468X2;general equivalence mapping(medicare)
64181;Other antepartum hemorrhage, delivered, with or without mention of antepartum condition;O468X3;general equivalence mapping(medicare)
64181;Other antepartum hemorrhage, delivered, with or without mention of antepartum condition;O678;general equivalence mapping(medicare)
64671;Liver and biliary tract disorders in pregnancy, delivered, with or without mention of antepartum condition;O26611;general equivalence mapping(medicare)
64671;Liver and biliary tract disorders in pregnancy, delivered, with or without mention of antepartum condition;O26612;general equivalence mapping(medicare)
